Date,Close,High,Low,Open,Volume
2010-03-16,1222.199951171875,1227.0,1214.5,1222.199951171875,66
2010-03-17,1224.0,1231.4000244140625,1218.0,1224.0,29
2010-03-18,1227.4000244140625,1227.800048828125,1221.0999755859375,1227.4000244140625,86
2010-03-19,1207.4000244140625,1207.4000244140625,1207.4000244140625,1207.4000244140625,54
2010-03-22,1199.300048828125,1199.300048828125,1199.300048828125,1199.300048828125,71
2010-03-23,1203.5,1203.5,1203.5,1203.5,16
2010-03-24,1188.5999755859375,1192.4000244140625,1185.5,1188.5999755859375,9
2010-03-25,1192.699951171875,1192.699951171875,1186.699951171875,1192.699951171875,8
2010-03-26,1204.199951171875,1204.199951171875,1204.199951171875,1204.199951171875,5
2010-03-29,1210.300048828125,1210.300048828125,1210.300048828125,1210.300048828125,158733
2010-03-30,1204.5,1212.9000244140625,1201.0999755859375,1209.699951171875,56533
2010-03-31,1213.300048828125,1218.699951171875,1202.0,1203.0999755859375,5950
2010-04-01,1225.0999755859375,1227.699951171875,1211.300048828125,1225.0999755859375,2696
2010-04-05,1232.9000244140625,1233.300048828125,1219.9000244140625,1222.300048828125,567
2010-04-06,1235.0999755859375,1238.5,1222.699951171875,1230.800048828125,2490
2010-04-07,1252.300048828125,1253.0,1232.5999755859375,1252.300048828125,1342
2010-04-08,1252.199951171875,1252.300048828125,1244.0,1252.199951171875,254
2010-04-09,1261.0999755859375,1264.800048828125,1250.5,1261.0999755859375,505
2010-04-12,1261.5999755859375,1269.0,1254.5999755859375,1261.5999755859375,483
2010-04-13,1252.800048828125,1257.0,1245.0,1252.800048828125,278
2010-04-14,1259.0,1260.5999755859375,1251.199951171875,1259.0,162
2010-04-15,1259.699951171875,1259.800048828125,1251.0,1257.5,179
2010-04-16,1236.300048828125,1260.0,1230.4000244140625,1236.300048828125,483
2010-04-19,1235.199951171875,1237.0999755859375,1224.0,1235.199951171875,145
2010-04-20,1238.5999755859375,1245.800048828125,1236.0,1238.5999755859375,80
2010-04-21,1248.199951171875,1250.0,1238.4000244140625,1248.199951171875,68
2010-04-22,1242.300048828125,1244.0,1233.5999755859375,1242.300048828125,213
2010-04-23,1253.0999755859375,1253.0999755859375,1253.0999755859375,1253.0999755859375,40
2010-04-26,1253.5,1260.0999755859375,1251.4000244140625,1260.0999755859375,108
2010-04-27,1261.699951171875,1270.699951171875,1248.5999755859375,1252.800048828125,213
2010-04-28,1271.300048828125,1271.300048828125,1271.300048828125,1271.300048828125,299
2010-04-29,1268.4000244140625,1271.199951171875,1264.0,1268.4000244140625,166
2010-04-30,1280.0999755859375,1281.300048828125,1270.0,1280.0999755859375,146
2010-05-03,1282.699951171875,1287.5,1277.300048828125,1278.5999755859375,90
2010-05-04,1268.5999755859375,1291.800048828125,1268.300048828125,1268.5999755859375,94
2010-05-05,1274.5999755859375,1277.199951171875,1259.199951171875,1274.5999755859375,98
2010-05-06,1296.9000244140625,1310.5999755859375,1275.9000244140625,1296.9000244140625,79
2010-05-07,1310.0,1310.800048828125,1294.5999755859375,1310.0,112
2010-05-10,1300.4000244140625,1303.800048828125,1289.199951171875,1300.4000244140625,118
2010-05-11,1319.9000244140625,1333.5,1301.5,1319.9000244140625,201
2010-05-12,1342.699951171875,1346.5,1327.0999755859375,1342.699951171875,213
2010-05-13,1328.800048828125,1340.0,1328.699951171875,1335.300048828125,37
2010-05-14,1327.4000244140625,1327.4000244140625,1327.4000244140625,1327.4000244140625,99
2010-05-17,1327.699951171875,1335.9000244140625,1325.199951171875,1333.300048828125,49
2010-05-18,1314.300048828125,1316.0999755859375,1308.199951171875,1314.300048828125,73
2010-05-19,1292.5999755859375,1292.5999755859375,1292.5999755859375,1292.5999755859375,75
2010-05-20,1287.800048828125,1291.800048828125,1279.4000244140625,1287.800048828125,297
2010-05-21,1275.699951171875,1275.699951171875,1275.699951171875,1275.699951171875,177
2010-05-24,1293.800048828125,1293.800048828125,1293.800048828125,1293.800048828125,14
2010-05-25,1297.800048828125,1300.0,1295.5999755859375,1297.800048828125,9
2010-05-26,1313.300048828125,1313.300048828125,1313.300048828125,1313.300048828125,237497
2010-05-27,1311.9000244140625,1318.5,1305.4000244140625,1311.699951171875,109434
2010-05-28,1312.199951171875,1314.800048828125,1301.0999755859375,1310.4000244140625,12895
2010-06-01,1324.800048828125,1328.199951171875,1309.300048828125,1324.800048828125,4547
2010-06-02,1320.5999755859375,1325.800048828125,1313.199951171875,1320.5999755859375,2799
2010-06-03,1308.300048828125,1324.0,1301.0,1308.300048828125,1552
2010-06-04,1316.199951171875,1320.4000244140625,1296.9000244140625,1307.5999755859375,1070
2010-06-07,1339.300048828125,1344.699951171875,1311.0,1339.300048828125,859
2010-06-08,1344.0,1352.0999755859375,1334.0999755859375,1341.5,763
2010-06-09,1328.5,1338.199951171875,1322.0,1337.0,446
2010-06-10,1320.800048828125,1333.5,1315.0999755859375,1332.800048828125,488
2010-06-11,1328.9000244140625,1329.5999755859375,1318.0,1328.9000244140625,481
2010-06-14,1323.300048828125,1332.699951171875,1317.699951171875,1323.199951171875,989
2010-06-15,1333.199951171875,1336.0,1322.4000244140625,1322.5999755859375,251
2010-06-16,1329.300048828125,1329.300048828125,1329.300048828125,1329.300048828125,318
2010-06-17,1347.5,1351.0999755859375,1333.9000244140625,1333.9000244140625,266
2010-06-18,1357.199951171875,1361.5,1342.9000244140625,1347.699951171875,130
2010-06-21,1339.699951171875,1364.800048828125,1332.0,1357.4000244140625,219
2010-06-22,1339.9000244140625,1342.800048828125,1332.0999755859375,1339.9000244140625,172
2010-06-23,1334.0999755859375,1345.0999755859375,1326.9000244140625,1333.9000244140625,100
2010-06-24,1345.5,1348.0999755859375,1330.699951171875,1336.4000244140625,253
2010-06-25,1355.800048828125,1356.9000244140625,1343.699951171875,1346.699951171875,159
2010-06-28,1338.199951171875,1338.199951171875,1338.199951171875,1338.199951171875,351
2010-06-29,1342.0,1345.0,1328.5,1342.0,417
2010-06-30,1345.5,1346.199951171875,1336.699951171875,1345.5,73
2010-07-01,1306.300048828125,1342.4000244140625,1304.5,1306.300048828125,50
2010-07-02,1307.4000244140625,1311.5999755859375,1300.800048828125,1301.4000244140625,169
2010-07-06,1294.800048828125,1311.800048828125,1290.5,1307.300048828125,52
2010-07-07,1298.5999755859375,1298.5999755859375,1298.5999755859375,1298.5999755859375,18
2010-07-08,1295.800048828125,1303.300048828125,1289.300048828125,1295.800048828125,93
2010-07-09,1309.5999755859375,1313.0,1295.0,1309.5999755859375,22
2010-07-12,1298.5,1298.5,1298.5,1298.5,45
2010-07-13,1313.300048828125,1317.4000244140625,1305.199951171875,1313.300048828125,53
2010-07-14,1306.800048828125,1313.800048828125,1302.4000244140625,1312.0,54
2010-07-15,1308.0999755859375,1308.0999755859375,1308.0999755859375,1308.0999755859375,32
2010-07-16,1288.0,1288.0,1288.0,1288.0,46
2010-07-19,1281.699951171875,1282.199951171875,1280.0,1281.699951171875,4
2010-07-20,1291.5,1291.5,1291.5,1291.5,8
2010-07-21,1291.5999755859375,1294.5,1284.0999755859375,1291.5999755859375,24
2010-07-22,1295.5,1296.0,1294.4000244140625,1295.5,79
2010-07-23,1287.699951171875,1298.5999755859375,1287.699951171875,1287.699951171875,32
2010-07-26,1283.0,1283.0,1283.0,1283.0,37
2010-07-27,1258.0,1258.0,1258.0,1258.0,29
2010-07-28,1260.4000244140625,1260.4000244140625,1260.4000244140625,1260.4000244140625,206828
2010-07-29,1268.4000244140625,1269.199951171875,1258.699951171875,1263.800048828125,54384
2010-07-30,1281.699951171875,1283.0999755859375,1266.0,1268.199951171875,5466
2010-08-02,1283.4000244140625,1291.800048828125,1274.699951171875,1283.4000244140625,2504
2010-08-03,1285.199951171875,1290.5,1280.0,1285.199951171875,598
2010-08-04,1293.699951171875,1303.0,1286.300048828125,1286.300048828125,1068
2010-08-05,1297.199951171875,1299.300048828125,1290.0,1297.199951171875,214
2010-08-06,1303.4000244140625,1311.0,1295.300048828125,1303.300048828125,347
2010-08-09,1300.699951171875,1309.5,1299.800048828125,1305.800048828125,658
2010-08-10,1296.199951171875,1306.5,1291.0,1296.199951171875,713
2010-08-11,1297.5,1308.0,1293.0,1297.5,351
2010-08-12,1314.800048828125,1315.5,1299.0,1314.800048828125,289
2010-08-13,1314.9000244140625,1314.9000244140625,1314.9000244140625,1314.9000244140625,138
2010-08-16,1324.5,1325.4000244140625,1318.0,1324.5,252
2010-08-17,1326.5999755859375,1327.4000244140625,1324.0,1326.5999755859375,84
2010-08-18,1329.699951171875,1331.5999755859375,1318.0,1329.699951171875,169
2010-08-19,1333.800048828125,1337.5999755859375,1328.800048828125,1333.800048828125,46
2010-08-20,1327.199951171875,1332.800048828125,1323.0,1327.199951171875,236
2010-08-23,1326.9000244140625,1328.9000244140625,1322.9000244140625,1326.9000244140625,56
2010-08-24,1331.800048828125,1334.0,1311.5,1331.800048828125,300
2010-08-25,1339.5,1340.699951171875,1330.699951171875,1339.5,298
2010-08-26,1335.4000244140625,1343.300048828125,1335.0,1335.4000244140625,104
2010-08-27,1336.0,1336.0,1336.0,1336.0,573
2010-08-30,1337.0999755859375,1337.9000244140625,1334.0,1337.0999755859375,128
2010-08-31,1348.300048828125,1349.4000244140625,1333.0,1348.300048828125,124
2010-09-01,1346.300048828125,1354.300048828125,1343.5999755859375,1346.300048828125,41
2010-09-02,1351.5,1352.5,1346.9000244140625,1351.5,100
2010-09-03,1349.199951171875,1349.199951171875,1340.0,1349.199951171875,3
2010-09-07,1357.300048828125,1358.0,1355.5,1357.300048828125,7
2010-09-08,1355.5999755859375,1360.199951171875,1354.699951171875,1355.5999755859375,27
2010-09-09,1348.9000244140625,1356.0,1344.0999755859375,1348.9000244140625,9
2010-09-10,1344.5,1344.5,1344.5,1344.5,20
2010-09-13,1345.0999755859375,1345.0999755859375,1345.0999755859375,1345.0999755859375,18
2010-09-14,1369.699951171875,1372.4000244140625,1353.4000244140625,1369.699951171875,87
2010-09-15,1366.699951171875,1369.800048828125,1363.5,1366.5999755859375,34
2010-09-16,1371.9000244140625,1375.199951171875,1368.699951171875,1371.9000244140625,37
2010-09-17,1375.5999755859375,1379.5999755859375,1373.800048828125,1375.5999755859375,54
2010-09-20,1379.0,1382.0,1379.0,1379.0,27
2010-09-21,1372.4000244140625,1389.800048828125,1371.800048828125,1372.4000244140625,56
2010-09-22,1390.199951171875,1390.199951171875,1390.199951171875,1390.199951171875,17
2010-09-23,1394.300048828125,1394.300048828125,1389.4000244140625,1394.300048828125,45
2010-09-24,1396.0,1397.4000244140625,1394.199951171875,1396.0,37
2010-09-27,1396.699951171875,1396.699951171875,1396.699951171875,1396.699951171875,67
2010-09-28,1406.5999755859375,1408.5999755859375,1387.5,1387.5,25190
2010-09-29,1408.5,1412.5,1405.0,1409.4000244140625,6745
2010-09-30,1407.800048828125,1415.199951171875,1395.699951171875,1407.199951171875,579
2010-10-01,1416.0999755859375,1420.0,1409.0,1409.0,153
2010-10-04,1415.4000244140625,1419.0999755859375,1412.0,1418.300048828125,95
2010-10-05,1438.9000244140625,1441.0999755859375,1412.9000244140625,1412.9000244140625,197
2010-10-06,1446.4000244140625,1449.0,1439.0,1439.0999755859375,215
2010-10-07,1433.9000244140625,1463.0,1425.699951171875,1447.9000244140625,261
2010-10-08,1444.199951171875,1448.4000244140625,1425.0,1433.5,80
2010-10-11,1453.300048828125,1453.699951171875,1444.0,1446.699951171875,79
2010-10-12,1445.699951171875,1452.199951171875,1443.5999755859375,1446.9000244140625,112
2010-10-13,1469.5,1474.0,1455.0999755859375,1456.4000244140625,251
2010-10-14,1476.699951171875,1483.9000244140625,1471.300048828125,1472.800048828125,106
2010-10-15,1471.0999755859375,1482.4000244140625,1464.699951171875,1479.199951171875,170
2010-10-18,1471.199951171875,1472.5999755859375,1458.0,1458.0,46
2010-10-19,1435.0999755859375,1470.5,1428.5,1466.800048828125,301
2010-10-20,1443.300048828125,1445.800048828125,1434.199951171875,1436.0,148
2010-10-21,1424.699951171875,1446.199951171875,1417.5,1444.199951171875,102
2010-10-22,1424.4000244140625,1428.0999755859375,1419.0,1426.699951171875,113
2010-10-25,1438.300048828125,1449.0999755859375,1433.0999755859375,1433.5999755859375,194
2010-10-26,1438.0,1441.199951171875,1428.300048828125,1441.199951171875,195
2010-10-27,1422.199951171875,1441.0,1421.0999755859375,1441.0,106
2010-10-28,1442.0999755859375,1443.5999755859375,1425.9000244140625,1427.9000244140625,192
2010-10-29,1457.0999755859375,1458.699951171875,1436.800048828125,1440.199951171875,74
2010-11-01,1450.199951171875,1460.300048828125,1450.699951171875,1460.300048828125,40
2010-11-02,1456.4000244140625,1456.800048828125,1455.5,1456.800048828125,17
2010-11-03,1437.0999755859375,1459.199951171875,1427.5,1451.4000244140625,135
2010-11-04,1482.699951171875,1492.5,1468.5999755859375,1468.5999755859375,109
2010-11-05,1497.300048828125,1498.0,1478.199951171875,1490.699951171875,109
2010-11-08,1502.800048828125,1509.199951171875,1487.0999755859375,1490.5,112
2010-11-09,1509.800048828125,1523.199951171875,1482.9000244140625,1505.199951171875,84
2010-11-10,1499.0999755859375,1508.0999755859375,1484.0,1495.199951171875,29
2010-11-11,1503.0999755859375,1513.5,1497.300048828125,1500.699951171875,26
2010-11-12,1465.4000244140625,1507.9000244140625,1460.0999755859375,1507.9000244140625,182
2010-11-15,1468.4000244140625,1472.5999755859375,1455.300048828125,1463.699951171875,46
2010-11-16,1438.300048828125,1458.199951171875,1429.5,1456.5,67
2010-11-17,1436.800048828125,1441.800048828125,1431.300048828125,1436.9000244140625,50
2010-11-18,1452.9000244140625,1453.199951171875,1447.699951171875,1449.5,17
2010-11-19,1452.199951171875,1452.0,1444.5,1450.699951171875,7
2010-11-22,1457.699951171875,1457.699951171875,1457.699951171875,1457.699951171875,7
2010-11-23,1477.5,1477.5,1464.5,1469.4000244140625,15
2010-11-24,1472.9000244140625,1477.800048828125,1477.800048828125,1477.800048828125,3
2010-11-26,1462.300048828125,1472.0999755859375,1472.0999755859375,1472.0999755859375,138416
2010-11-29,1466.0,1469.300048828125,1452.5999755859375,1464.0,94486
2010-11-30,1485.0,1490.0999755859375,1462.800048828125,1466.699951171875,11370
2010-12-01,1487.300048828125,1496.5999755859375,1482.300048828125,1486.800048828125,4759
2010-12-02,1488.5,1498.5999755859375,1483.300048828125,1487.5999755859375,1550
2010-12-03,1505.4000244140625,1515.0999755859375,1485.0999755859375,1485.0999755859375,2341
2010-12-06,1515.300048828125,1528.4000244140625,1510.0,1514.0,833
2010-12-07,1508.300048828125,1531.0999755859375,1498.0,1524.5,866
2010-12-08,1482.5,1503.800048828125,1472.0,1502.5,1675
2010-12-09,1492.0999755859375,1494.199951171875,1480.5,1480.5999755859375,971
2010-12-10,1484.300048828125,1492.0,1473.0999755859375,1488.9000244140625,457
2010-12-13,1497.300048828125,1499.199951171875,1484.5,1484.5,193
2010-12-14,1503.5999755859375,1507.300048828125,1491.800048828125,1501.9000244140625,431
2010-12-15,1485.5,1494.0,1479.5,1494.0,215
2010-12-16,1470.4000244140625,1485.0,1462.5,1480.9000244140625,228
2010-12-17,1478.5999755859375,1478.5999755859375,1465.9000244140625,1476.4000244140625,102
2010-12-20,1485.5,1486.699951171875,1476.5,1483.199951171875,125
2010-12-21,1488.199951171875,1489.5,1481.5,1485.800048828125,113
2010-12-22,1486.800048828125,1489.5,1485.0,1488.0,58
2010-12-23,1480.0,1488.4000244140625,1473.699951171875,1488.4000244140625,101
2010-12-27,1482.4000244140625,1484.199951171875,1473.5,1473.5,322
2010-12-28,1505.199951171875,1506.699951171875,1489.800048828125,1489.800048828125,519
2010-12-29,1513.0999755859375,1512.199951171875,1502.9000244140625,1503.4000244140625,413
2010-12-30,1505.5999755859375,1513.800048828125,1503.0999755859375,1513.800048828125,185
2010-12-31,1521.0999755859375,1521.0999755859375,1505.699951171875,1505.699951171875,54
2011-01-03,1522.5999755859375,1523.9000244140625,1513.699951171875,1515.5999755859375,28
2011-01-04,1478.5,1510.9000244140625,1475.800048828125,1509.5999755859375,122
2011-01-05,1473.4000244140625,1484.0,1464.199951171875,1483.4000244140625,175
2011-01-06,1471.4000244140625,1476.5,1468.9000244140625,1474.800048828125,158
2011-01-07,1468.5,1477.199951171875,1455.5,1472.699951171875,225
2011-01-10,1473.699951171875,1474.0,1465.699951171875,1469.0,181
2011-01-11,1484.0,1484.5,1473.9000244140625,1475.4000244140625,13
2011-01-12,1485.699951171875,1485.5,1478.0,1482.5999755859375,204
2011-01-13,1486.9000244140625,1492.5,1471.4000244140625,1486.0999755859375,66
2011-01-14,1460.4000244140625,1476.0,1456.699951171875,1475.0,252
2011-01-18,1468.0999755859375,1471.0,1459.199951171875,1465.0999755859375,106
2011-01-19,1470.199951171875,1476.199951171875,1467.0,1471.9000244140625,40
2011-01-20,1446.5,1467.699951171875,1445.0,1467.699951171875,10
2011-01-21,1441.0,1445.5999755859375,1438.5999755859375,1441.699951171875,20
2011-01-24,1444.5,1452.300048828125,1441.800048828125,1452.300048828125,2
2011-01-25,1432.300048828125,1431.5,1423.5999755859375,1430.4000244140625,394
2011-01-26,1433.0,1441.699951171875,1433.0,1433.0,4
2011-01-27,1418.4000244140625,1442.0,1418.4000244140625,1442.0,210699
2011-01-28,1440.699951171875,1446.5999755859375,1407.699951171875,1414.0,73023
2011-01-31,1433.800048828125,1445.9000244140625,1423.300048828125,1439.0,13657
2011-02-01,1439.5999755859375,1442.9000244140625,1425.300048828125,1433.0999755859375,3180
2011-02-02,1431.5,1444.0,1427.0,1444.0,1363
2011-02-03,1452.300048828125,1455.800048828125,1424.9000244140625,1435.5999755859375,1865
2011-02-04,1448.300048828125,1460.0,1445.0,1454.800048828125,591
2011-02-07,1447.5999755859375,1453.800048828125,1443.800048828125,1445.800048828125,1004
2011-02-08,1463.4000244140625,1467.0,1450.0,1451.199951171875,2536
2011-02-09,1464.800048828125,1466.5,1459.5999755859375,1462.800048828125,146
2011-02-10,1461.9000244140625,1464.5,1451.699951171875,1464.300048828125,312
2011-02-11,1459.9000244140625,1468.800048828125,1455.199951171875,1464.0,488
2011-02-14,1464.5999755859375,1465.5999755859375,1456.5999755859375,1457.800048828125,181
2011-02-15,1473.5999755859375,1476.0,1461.5999755859375,1461.5999755859375,321
2011-02-16,1474.699951171875,1482.0,1470.5,1473.5999755859375,156
2011-02-17,1484.699951171875,1484.699951171875,1477.0,1477.699951171875,113
2011-02-18,1488.199951171875,1491.800048828125,1481.800048828125,1484.0999755859375,98
2011-02-22,1500.5,1508.699951171875,1495.0999755859375,1495.0999755859375,430
2011-02-23,1513.4000244140625,1513.800048828125,1497.800048828125,1497.800048828125,318
2011-02-24,1515.300048828125,1515.300048828125,1508.300048828125,1515.0999755859375,809
2011-02-25,1508.699951171875,1511.0,1501.0,1501.699951171875,352
2011-02-28,1509.300048828125,1515.699951171875,1507.699951171875,1510.699951171875,205
2011-03-01,1530.699951171875,1534.4000244140625,1515.300048828125,1515.300048828125,116
2011-03-02,1537.199951171875,1540.5,1528.800048828125,1532.5,1600
2011-03-03,1516.0,1532.300048828125,1515.9000244140625,1532.300048828125,244
2011-03-04,1528.199951171875,1529.800048828125,1516.800048828125,1518.9000244140625,60
2011-03-07,1534.0999755859375,1545.0,1529.5,1534.5,613
2011-03-08,1526.9000244140625,1532.5999755859375,1524.300048828125,1531.5999755859375,198
2011-03-09,1529.300048828125,1535.699951171875,1526.0999755859375,1530.0,98
2011-03-10,1512.199951171875,1529.800048828125,1503.800048828125,1529.5,23
2011-03-11,1521.5,1522.5999755859375,1504.9000244140625,1513.699951171875,23
2011-03-14,1524.5999755859375,1527.699951171875,1520.0,1520.0,58
2011-03-15,1492.5999755859375,1513.300048828125,1485.5,1513.300048828125,20
2011-03-16,1496.0,1504.199951171875,1494.300048828125,1498.0,38
2011-03-17,1504.0,1493.5999755859375,1487.699951171875,1487.699951171875,27
2011-03-18,1515.9000244140625,1519.300048828125,1506.4000244140625,1506.4000244140625,6
2011-03-21,1526.199951171875,1533.5,1530.800048828125,1533.5,43
2011-03-22,1527.5,1530.4000244140625,1530.4000244140625,1530.4000244140625,85
2011-03-23,1537.9000244140625,1539.699951171875,1532.199951171875,1532.199951171875,19
2011-03-24,1534.800048828125,1546.9000244140625,1537.5,1537.699951171875,27
2011-03-25,1526.0999755859375,1536.0,1536.0,1536.0,1
2011-03-28,1519.800048828125,1515.5999755859375,1513.199951171875,1513.199951171875,6
2011-03-29,1516.0,1516.0,1516.0,1516.0,135792
2011-03-30,1523.800048828125,1530.300048828125,1512.0,1518.699951171875,47011
2011-03-31,1538.9000244140625,1540.0,1520.699951171875,1523.300048828125,8230
2011-04-01,1528.0999755859375,1536.5,1513.0,1533.4000244140625,5318
2011-04-04,1532.199951171875,1539.0999755859375,1528.800048828125,1529.0999755859375,683
2011-04-05,1551.800048828125,1557.5999755859375,1530.300048828125,1537.9000244140625,2609
2011-04-06,1557.699951171875,1562.300048828125,1552.0,1556.9000244140625,901
2011-04-07,1558.5,1562.5,1553.9000244140625,1559.699951171875,229
2011-04-08,1573.4000244140625,1575.5,1557.5,1557.5999755859375,1407
2011-04-11,1567.4000244140625,1576.0,1559.699951171875,1576.0,378
2011-04-12,1552.9000244140625,1567.199951171875,1544.4000244140625,1561.800048828125,345
2011-04-13,1554.9000244140625,1562.0,1554.0,1555.0,197
2011-04-14,1571.699951171875,1576.0,1552.699951171875,1556.800048828125,535
2011-04-15,1585.300048828125,1587.5,1573.199951171875,1577.5999755859375,293
2011-04-18,1592.300048828125,1597.300048828125,1577.5,1586.300048828125,650
2011-04-19,1594.5,1599.5,1589.0,1593.300048828125,168
2011-04-20,1598.300048828125,1605.300048828125,1594.0,1594.0,386
2011-04-21,1603.199951171875,1608.300048828125,1601.699951171875,1603.699951171875,237
2011-04-25,1608.5999755859375,1618.0,1602.800048828125,1613.300048828125,233
2011-04-26,1603.0,1606.300048828125,1595.0,1601.5,223
2011-04-27,1616.699951171875,1612.800048828125,1605.199951171875,1607.0999755859375,460
2011-04-28,1630.800048828125,1636.0,1626.5999755859375,1628.5999755859375,425
2011-04-29,1656.0,1668.699951171875,1637.300048828125,1638.699951171875,124
2011-05-02,1656.699951171875,1676.5999755859375,1643.0999755859375,1672.9000244140625,200
2011-05-03,1640.0999755859375,1647.0,1627.5,1642.5,246
2011-05-04,1614.9000244140625,1639.0,1606.199951171875,1635.0,272
2011-05-05,1580.9000244140625,1620.699951171875,1571.0,1614.699951171875,133
2011-05-06,1591.199951171875,1594.800048828125,1572.300048828125,1573.199951171875,144
2011-05-09,1602.9000244140625,1612.800048828125,1601.300048828125,1601.5,44
2011-05-10,1616.5999755859375,1616.9000244140625,1608.4000244140625,1608.4000244140625,13
2011-05-11,1601.0999755859375,1624.0999755859375,1595.199951171875,1624.0,30
2011-05-12,1606.5999755859375,1598.5,1584.800048828125,1592.0999755859375,11
2011-05-13,1593.4000244140625,1611.300048828125,1590.199951171875,1603.5,16
2011-05-16,1590.4000244140625,1594.9000244140625,1589.300048828125,1589.300048828125,10
2011-05-17,1579.800048828125,1591.800048828125,1573.0,1589.800048828125,41
2011-05-18,1595.5999755859375,1597.0,1596.300048828125,1596.4000244140625,82
2011-05-19,1592.199951171875,1591.5,1591.5,1591.5,1
2011-05-20,1608.800048828125,1612.699951171875,1588.699951171875,1599.0,93
2011-05-23,1615.300048828125,1612.300048828125,1607.0,1610.5,42
2011-05-24,1623.199951171875,1627.0999755859375,1621.9000244140625,1627.0999755859375,4
2011-05-25,1626.5999755859375,1627.5,1626.0999755859375,1626.4000244140625,10
2011-05-26,1622.800048828125,1621.199951171875,1619.5,1621.199951171875,186986
2011-05-27,1636.300048828125,1638.5,1618.4000244140625,1619.4000244140625,76719
2011-05-31,1635.9000244140625,1641.0999755859375,1632.4000244140625,1636.699951171875,6152
